updateDate	line	rule	project	effort	type	cleanCodeAttribute	internalTags	issueStatus	flows	scope	key	severity	comments	author	fromSonarQubeUpdate	cleanCodeAttributeCategory	linkedTicketStatus	messageFormattings	impacts	message	creationDate	quickFixAvailable	tags	codeVariants	component	prioritizedRule	textRange	debt	hash	status
2025-12-29T00:34:47+0000	34.0	css:S4667	age-verification	1min	CODE_SMELL	LOGICAL		OPEN		MAIN	d37fbe03-cc7f-4251-84f7-91cf15e78eee	MAJOR		jaroslav.tesar@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Unexpected empty source	2024-12-17T13:13:34+0000	false			age-verification:resources/js/Components/Providers/ProviderList.vue	false	{startLine=34.0, endLine=34.0, startOffset=0.0, endOffset=0.0}	1min	-	OPEN
2025-12-29T00:34:47+0000	2.0	javascript:S1128	age-verification	1min	CODE_SMELL	CLEAR		OPEN		MAIN	3fcedeec-0efb-4b13-a084-e2d0ec519594	MINOR		jaroslav.tesar@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Remove this unused import of 'router'.	2024-12-17T13:13:34+0000	true	"es2015 / type-dependent / unused / "		age-verification:resources/js/Components/Providers/ProviderListBtn.vue	false	{startLine=2.0, endLine=2.0, startOffset=8.0, endOffset=14.0}	1min	c6abdb2b3b5e21ce0ecebb364f3b90af	OPEN
2025-12-29T00:34:47+0000	35.0	css:S4667	age-verification	1min	CODE_SMELL	LOGICAL		OPEN		MAIN	c9356c23-636c-495b-be9b-748eba03ea99	MAJOR		jaroslav.tesar@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Unexpected empty source	2024-12-17T13:13:34+0000	false			age-verification:resources/js/Components/Providers/ProviderListBtn.vue	false	{startLine=35.0, endLine=35.0, startOffset=0.0, endOffset=0.0}	1min	-	OPEN
2025-12-29T00:34:47+0000	32.0	Web:PageWithoutTitleCheck	age-verification	5min	BUG	CONVENTIONAL		OPEN		MAIN	f442a1a1-d15d-4f59-8d20-d8d6d885cac3	MAJOR		jaroslav.tesar@quanti.cz	false	CONSISTENT	NOT_LINKED		"{softwareQuality=RELIABILITY, severity=MEDIUM} / "	Add a <title> tag to this page.	2024-12-17T13:13:34+0000	false	"user-experience / "		age-verification:resources/js/Layouts/AppLayout.vue	false	{startLine=32.0, endLine=32.0, startOffset=0.0, endOffset=31.0}	5min	502a851605bc492a8572cb5803c503a8	OPEN
2025-12-29T00:34:47+0000	29.0	Web:PageWithoutTitleCheck	age-verification	5min	BUG	CONVENTIONAL		OPEN		MAIN	0c7012d1-8530-49ef-8e3d-304ebf2075c7	MAJOR		jaroslav.tesar@quanti.cz	false	CONSISTENT	NOT_LINKED		"{softwareQuality=RELIABILITY, severity=MEDIUM} / "	Add a <title> tag to this page.	2024-12-17T13:13:34+0000	false	"user-experience / "		age-verification:resources/js/Pages/Auth/ConfirmPassword.vue	false	{startLine=29.0, endLine=29.0, startOffset=0.0, endOffset=32.0}	5min	1ab36365ac48bfdc8a173eb594f4be88	OPEN
2025-12-29T00:34:47+0000	24.0	Web:PageWithoutTitleCheck	age-verification	5min	BUG	CONVENTIONAL		OPEN		MAIN	92a73837-2f38-4ff1-930b-8b464ba20f64	MAJOR		jaroslav.tesar@quanti.cz	false	CONSISTENT	NOT_LINKED		"{softwareQuality=RELIABILITY, severity=MEDIUM} / "	Add a <title> tag to this page.	2024-12-17T13:13:34+0000	false	"user-experience / "		age-verification:resources/js/Pages/Auth/ForgotPassword.vue	false	{startLine=24.0, endLine=24.0, startOffset=0.0, endOffset=36.0}	5min	c63c3ffca894a980514097df6d9600a7	OPEN
2025-12-29T00:34:47+0000	33.0	Web:PageWithoutTitleCheck	age-verification	5min	BUG	CONVENTIONAL		OPEN		MAIN	ee873800-e661-4ebc-937a-789dbcde5a80	MAJOR		jaroslav.tesar@quanti.cz	false	CONSISTENT	NOT_LINKED		"{softwareQuality=RELIABILITY, severity=MEDIUM} / "	Add a <title> tag to this page.	2024-12-17T13:13:34+0000	false	"user-experience / "		age-verification:resources/js/Pages/Auth/Login.vue	false	{startLine=33.0, endLine=33.0, startOffset=0.0, endOffset=27.0}	5min	885b62aafe5005d9ede0df2b3aeb256d	OPEN
2025-12-29T00:34:47+0000	73.0	Web:S6853	age-verification	5min	CODE_SMELL	LOGICAL		OPEN		MAIN	b7c2753c-7488-4bc9-a2f8-0bddf0ce5c33	MAJOR		jaroslav.tesar@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=RELIABILITY, severity=MEDIUM} / "	A form label must be associated with a control.	2024-12-17T13:13:34+0000	false	"accessibility / "		age-verification:resources/js/Pages/Auth/Login.vue	false	{startLine=73.0, endLine=73.0, startOffset=16.0, endOffset=49.0}	5min	ca19ffa0751800f95fbe1698debcbca4	OPEN
2025-12-29T00:34:47+0000	27.0	Web:PageWithoutTitleCheck	age-verification	5min	BUG	CONVENTIONAL		OPEN		MAIN	6387e376-e330-4155-ae41-051fcc13fc13	MAJOR		jaroslav.tesar@quanti.cz	false	CONSISTENT	NOT_LINKED		"{softwareQuality=RELIABILITY, severity=MEDIUM} / "	Add a <title> tag to this page.	2024-12-17T13:13:34+0000	false	"user-experience / "		age-verification:resources/js/Pages/Auth/Register.vue	false	{startLine=27.0, endLine=27.0, startOffset=0.0, endOffset=29.0}	5min	0f124e3696f480eeafcbc1d12cf22e8e	OPEN
2025-12-29T00:34:47+0000	30.0	Web:PageWithoutTitleCheck	age-verification	5min	BUG	CONVENTIONAL		OPEN		MAIN	edeb9050-cf73-4884-82f5-d8c5b2e49cc4	MAJOR		jaroslav.tesar@quanti.cz	false	CONSISTENT	NOT_LINKED		"{softwareQuality=RELIABILITY, severity=MEDIUM} / "	Add a <title> tag to this page.	2024-12-17T13:13:34+0000	false	"user-experience / "		age-verification:resources/js/Pages/Auth/ResetPassword.vue	false	{startLine=30.0, endLine=30.0, startOffset=0.0, endOffset=35.0}	5min	ce5413c1a9d43173b6a850b2b8e6de6c	OPEN
2025-12-29T00:34:47+0000	41.0	Web:PageWithoutTitleCheck	age-verification	5min	BUG	CONVENTIONAL		OPEN		MAIN	fedbdedc-8869-4cfa-b415-fd6dccd84991	MAJOR		jaroslav.tesar@quanti.cz	false	CONSISTENT	NOT_LINKED		"{softwareQuality=RELIABILITY, severity=MEDIUM} / "	Add a <title> tag to this page.	2024-12-17T13:13:34+0000	false	"user-experience / "		age-verification:resources/js/Pages/Auth/TwoFactorChallenge.vue	false	{startLine=41.0, endLine=41.0, startOffset=0.0, endOffset=44.0}	5min	fe620ae511650888931e1f5ada67b155	OPEN
2025-12-29T00:34:47+0000	22.0	Web:PageWithoutTitleCheck	age-verification	5min	BUG	CONVENTIONAL		OPEN		MAIN	87654e9d-fc8a-453f-be8a-26ce9c50a294	MAJOR		jaroslav.tesar@quanti.cz	false	CONSISTENT	NOT_LINKED		"{softwareQuality=RELIABILITY, severity=MEDIUM} / "	Add a <title> tag to this page.	2024-12-17T13:13:34+0000	false	"user-experience / "		age-verification:resources/js/Pages/Auth/VerifyEmail.vue	false	{startLine=22.0, endLine=22.0, startOffset=0.0, endOffset=39.0}	5min	efc3d0115d98566bd1d275d8454be3ed	OPEN
2025-12-29T00:34:47+0000	2.0	javascript:S7764	age-verification	2min	CODE_SMELL	CONVENTIONAL		OPEN		MAIN	57e2c8a6-7dc5-406c-b3a5-d2d326912e69	MINOR		jaroslav.tesar@quanti.cz	false	CONSISTENT	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Prefer `globalThis` over `window`.	2024-12-17T13:13:34+0000	true	"portability / es2020 / "		age-verification:resources/js/bootstrap.js	false	{startLine=2.0, endLine=2.0, startOffset=0.0, endOffset=6.0}	2min	79ae11f17e4d21f0b20e009029a19829	OPEN
2025-12-29T00:34:47+0000	4.0	javascript:S7764	age-verification	2min	CODE_SMELL	CONVENTIONAL		OPEN		MAIN	cbd4be21-2d73-456a-ad66-b974d2808fcb	MINOR		jaroslav.tesar@quanti.cz	false	CONSISTENT	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	Prefer `globalThis` over `window`.	2024-12-17T13:13:34+0000	true	"portability / es2020 / "		age-verification:resources/js/bootstrap.js	false	{startLine=4.0, endLine=4.0, startOffset=0.0, endOffset=6.0}	2min	f0882d77ab82d8dc5d6671d4925e90cb	OPEN
2025-12-29T00:34:47+0000	15.0	php:S1192	age-verification	8min	CODE_SMELL	DISTINCT		OPEN	"{locations=[{component=age-verification:tests/Feature/AuthenticationTest.php, textRange={startLine=24.0, endLine=24.0, startOffset=32.0, endOffset=40.0}, msg=Duplication., msgFormattings=[]}]} / {locations=[{component=age-verification:tests/Feature/AuthenticationTest.php, textRange={startLine=37.0, endLine=37.0, startOffset=20.0, endOffset=28.0}, msg=Duplication., msgFormattings=[]}]} / "	MAIN	f605dd83-f981-42e2-a2b2-b0e5c6a10179	CRITICAL		jaroslav.tesar@quanti.cz	false	ADAPTABLE	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	"Define a constant instead of duplicating this literal ""/login"" 3 times."	2024-12-17T13:13:34+0000	false	"design / "		age-verification:tests/Feature/AuthenticationTest.php	false	{startLine=15.0, endLine=15.0, startOffset=31.0, endOffset=39.0}	8min	026f9605770e1ef4d6f1d66a6ad9a8ec	OPEN
2025-12-29T00:34:47+0000	20.0	php:S1192	age-verification	8min	CODE_SMELL	DISTINCT		OPEN	"{locations=[{component=age-verification:tests/Feature/EmailVerificationTest.php, textRange={startLine=33.0, endLine=33.0, startOffset=35.0, endOffset=68.0}, msg=Duplication., msgFormattings=[]}]} / {locations=[{component=age-verification:tests/Feature/EmailVerificationTest.php, textRange={startLine=57.0, endLine=57.0, startOffset=35.0, endOffset=68.0}, msg=Duplication., msgFormattings=[]}]} / "	MAIN	2cbd9af6-93ab-4ec7-8214-01887985fb8a	CRITICAL		jaroslav.tesar@quanti.cz	false	ADAPTABLE	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	"Define a constant instead of duplicating this literal ""Email verification not enabled."" 3 times."	2024-12-17T13:13:34+0000	false	"design / "		age-verification:tests/Feature/EmailVerificationTest.php	false	{startLine=20.0, endLine=20.0, startOffset=35.0, endOffset=68.0}	8min	b4bf947f3906a0c852649c4e8df01794	OPEN
2025-12-29T00:34:47+0000	5.0	php:S125	age-verification	5min	CODE_SMELL	CLEAR		OPEN		MAIN	e9557bfd-aa15-4151-8440-c37a733e4e57	MAJOR		jaroslav.tesar@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Remove this commented out code.	2024-12-17T13:13:34+0000	false	"unused / "		age-verification:tests/Feature/ExampleTest.php	false	{startLine=5.0, endLine=5.0, startOffset=0.0, endOffset=53.0}	5min	4e376b84cc89bb62b0dc1800ee44ee4d	OPEN
2025-12-29T00:34:47+0000	17.0	php:S1192	age-verification	8min	CODE_SMELL	DISTINCT		OPEN	"{locations=[{component=age-verification:tests/Feature/PasswordConfirmationTest.php, textRange={startLine=26.0, endLine=26.0, startOffset=49.0, endOffset=73.0}, msg=Duplication., msgFormattings=[]}]} / {locations=[{component=age-verification:tests/Feature/PasswordConfirmationTest.php, textRange={startLine=38.0, endLine=38.0, startOffset=49.0, endOffset=73.0}, msg=Duplication., msgFormattings=[]}]} / "	MAIN	b66753ad-cb8f-4e3c-a471-b5d65c016461	CRITICAL		jaroslav.tesar@quanti.cz	false	ADAPTABLE	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	"Define a constant instead of duplicating this literal ""/user/confirm-password"" 3 times."	2024-12-17T13:13:34+0000	false	"design / "		age-verification:tests/Feature/PasswordConfirmationTest.php	false	{startLine=17.0, endLine=17.0, startOffset=48.0, endOffset=72.0}	8min	d299799ea1ffd626603b6668d1bef872	OPEN
2025-12-29T00:34:47+0000	19.0	php:S1192	age-verification	10min	CODE_SMELL	DISTINCT		OPEN	"{locations=[{component=age-verification:tests/Feature/PasswordResetTest.php, textRange={startLine=30.0, endLine=30.0, startOffset=35.0, endOffset=70.0}, msg=Duplication., msgFormattings=[]}]} / {locations=[{component=age-verification:tests/Feature/PasswordResetTest.php, textRange={startLine=47.0, endLine=47.0, startOffset=35.0, endOffset=70.0}, msg=Duplication., msgFormattings=[]}]} / {locations=[{component=age-verification:tests/Feature/PasswordResetTest.php, textRange={startLine=70.0, endLine=70.0, startOffset=35.0, endOffset=70.0}, msg=Duplication., msgFormattings=[]}]} / "	MAIN	084f0c0c-1af4-4429-b900-5c21fa207bad	CRITICAL		jaroslav.tesar@quanti.cz	false	ADAPTABLE	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	"Define a constant instead of duplicating this literal ""Password updates are not enabled."" 4 times."	2024-12-17T13:13:34+0000	false	"design / "		age-verification:tests/Feature/PasswordResetTest.php	false	{startLine=19.0, endLine=19.0, startOffset=35.0, endOffset=70.0}	10min	9e2cab0ccf64870ec3b3dc644e28b427	OPEN
2025-12-29T00:34:47+0000	22.0	php:S1192	age-verification	10min	CODE_SMELL	DISTINCT		OPEN	"{locations=[{component=age-verification:tests/Feature/PasswordResetTest.php, textRange={startLine=37.0, endLine=37.0, startOffset=20.0, endOffset=38.0}, msg=Duplication., msgFormattings=[]}]} / {locations=[{component=age-verification:tests/Feature/PasswordResetTest.php, textRange={startLine=54.0, endLine=54.0, startOffset=20.0, endOffset=38.0}, msg=Duplication., msgFormattings=[]}]} / {locations=[{component=age-verification:tests/Feature/PasswordResetTest.php, textRange={startLine=77.0, endLine=77.0, startOffset=20.0, endOffset=38.0}, msg=Duplication., msgFormattings=[]}]} / "	MAIN	21aac5b4-cfea-4927-8a0a-46828d148a4e	CRITICAL		jaroslav.tesar@quanti.cz	false	ADAPTABLE	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	"Define a constant instead of duplicating this literal ""/forgot-password"" 4 times."	2024-12-17T13:13:34+0000	false	"design / "		age-verification:tests/Feature/PasswordResetTest.php	false	{startLine=22.0, endLine=22.0, startOffset=31.0, endOffset=49.0}	10min	261c46f9d7c834a8d06bded6434f1214	OPEN
2025-12-29T00:34:47+0000	20.0	php:S1192	age-verification	8min	CODE_SMELL	DISTINCT		OPEN	"{locations=[{component=age-verification:tests/Feature/RegistrationTest.php, textRange={startLine=31.0, endLine=31.0, startOffset=31.0, endOffset=42.0}, msg=Duplication., msgFormattings=[]}]} / {locations=[{component=age-verification:tests/Feature/RegistrationTest.php, textRange={startLine=42.0, endLine=42.0, startOffset=32.0, endOffset=43.0}, msg=Duplication., msgFormattings=[]}]} / "	MAIN	f0df981b-5595-4a7f-bdc3-09a2bd43f6fb	CRITICAL		jaroslav.tesar@quanti.cz	false	ADAPTABLE	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	"Define a constant instead of duplicating this literal ""/register"" 3 times."	2024-12-17T13:13:34+0000	false	"design / "		age-verification:tests/Feature/RegistrationTest.php	false	{startLine=20.0, endLine=20.0, startOffset=31.0, endOffset=42.0}	8min	2a021f49cedc9b592947a9e62d779ff8	OPEN
2025-12-29T00:34:47+0000	17.0	php:S1192	age-verification	8min	CODE_SMELL	DISTINCT		OPEN	"{locations=[{component=age-verification:tests/Feature/TwoFactorAuthenticationSettingsTest.php, textRange={startLine=33.0, endLine=33.0, startOffset=35.0, endOffset=78.0}, msg=Duplication., msgFormattings=[]}]} / {locations=[{component=age-verification:tests/Feature/TwoFactorAuthenticationSettingsTest.php, textRange={startLine=54.0, endLine=54.0, startOffset=35.0, endOffset=78.0}, msg=Duplication., msgFormattings=[]}]} / "	MAIN	0afa40cf-e963-437b-967c-e88024570977	CRITICAL		jaroslav.tesar@quanti.cz	false	ADAPTABLE	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	"Define a constant instead of duplicating this literal ""Two factor authentication is not enabled."" 3 times."	2024-12-17T13:13:34+0000	false	"design / "		age-verification:tests/Feature/TwoFactorAuthenticationSettingsTest.php	false	{startLine=17.0, endLine=17.0, startOffset=35.0, endOffset=78.0}	8min	c3868d22a50c3572950bfdbd586c87e1	OPEN
2025-12-29T00:34:47+0000	24.0	php:S1192	age-verification	10min	CODE_SMELL	DISTINCT		OPEN	"{locations=[{component=age-verification:tests/Feature/TwoFactorAuthenticationSettingsTest.php, textRange={startLine=40.0, endLine=40.0, startOffset=20.0, endOffset=53.0}, msg=Duplication., msgFormattings=[]}]} / {locations=[{component=age-verification:tests/Feature/TwoFactorAuthenticationSettingsTest.php, textRange={startLine=61.0, endLine=61.0, startOffset=20.0, endOffset=53.0}, msg=Duplication., msgFormattings=[]}]} / {locations=[{component=age-verification:tests/Feature/TwoFactorAuthenticationSettingsTest.php, textRange={startLine=65.0, endLine=65.0, startOffset=22.0, endOffset=55.0}, msg=Duplication., msgFormattings=[]}]} / "	MAIN	dbfe591c-0308-48f5-b8e3-7ecf56192f86	CRITICAL		jaroslav.tesar@quanti.cz	false	ADAPTABLE	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	"Define a constant instead of duplicating this literal ""/user/two-factor-authentication"" 4 times."	2024-12-17T13:13:34+0000	false	"design / "		age-verification:tests/Feature/TwoFactorAuthenticationSettingsTest.php	false	{startLine=24.0, endLine=24.0, startOffset=20.0, endOffset=53.0}	10min	73c55c06e64e6a5055e4cb8ec57f579c	OPEN
2025-12-29T00:34:47+0000	18.0	php:S1192	age-verification	8min	CODE_SMELL	DISTINCT		OPEN	"{locations=[{component=age-verification:tests/Feature/UpdatePasswordTest.php, textRange={startLine=31.0, endLine=31.0, startOffset=31.0, endOffset=47.0}, msg=Duplication., msgFormattings=[]}]} / {locations=[{component=age-verification:tests/Feature/UpdatePasswordTest.php, textRange={startLine=46.0, endLine=46.0, startOffset=31.0, endOffset=47.0}, msg=Duplication., msgFormattings=[]}]} / "	MAIN	4d1d5b55-166c-4fd6-ad46-9c4f3eeb294b	CRITICAL		jaroslav.tesar@quanti.cz	false	ADAPTABLE	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=HIGH} / "	"Define a constant instead of duplicating this literal ""/user/password"" 3 times."	2024-12-17T13:13:34+0000	false	"design / "		age-verification:tests/Feature/UpdatePasswordTest.php	false	{startLine=18.0, endLine=18.0, startOffset=19.0, endOffset=35.0}	8min	5fc41b2ad4d52ab5c7255579fce7627f	OPEN
2025-12-29T00:34:47+0000	1.0	javascript:S7772	age-verification	5min	CODE_SMELL	CONVENTIONAL		OPEN		MAIN	d8eea176-2f0b-4491-9757-0fe726113ab1	MINOR		jaroslav.tesar@quanti.cz	false	CONSISTENT	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Prefer `node:fs/promises` over `fs/promises`.	2024-12-17T13:13:34+0000	true	"convention / import / nodejs / "		age-verification:vite-module-loader.js	false	{startLine=1.0, endLine=1.0, startOffset=15.0, endOffset=28.0}	5min	4f1827995309d65703e5b916b803d808	OPEN
2025-12-29T00:34:47+0000	2.0	javascript:S7772	age-verification	5min	CODE_SMELL	CONVENTIONAL		OPEN		MAIN	5a64988f-91ef-4d43-951d-5f9a4b3f08cc	MINOR		jaroslav.tesar@quanti.cz	false	CONSISTENT	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Prefer `node:path` over `path`.	2024-12-17T13:13:34+0000	true	"convention / import / nodejs / "		age-verification:vite-module-loader.js	false	{startLine=2.0, endLine=2.0, startOffset=17.0, endOffset=23.0}	5min	8fcc083438583900cab2e8dc30cdd92a	OPEN
2025-12-29T00:34:47+0000	47.0	javascript:S6660	age-verification	5min	CODE_SMELL	CONVENTIONAL		OPEN		MAIN	e646607a-62cd-4e5e-977e-79f5c577b45a	MAJOR		jaroslav.tesar@quanti.cz	false	CONSISTENT	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	'If' statement should not be the only statement in 'else' block	2024-12-17T13:13:34+0000	true			age-verification:vite-module-loader.js	false	{startLine=47.0, endLine=47.0, startOffset=24.0, endOffset=26.0}	5min	2f9913a12110f3432b9d9c95537e9d6a	OPEN
2025-12-29T00:34:47+0000	25.0	kubernetes:S6865	age-verification	1h	VULNERABILITY	COMPLETE		OPEN		MAIN	890991d3-56d3-4b75-871f-d5b81101aad7	MAJOR		jan.friedl@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=SECURITY, severity=MEDIUM} / {softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	"Bind this Service Account to RBAC or disable ""automountServiceAccountToken""."	2024-12-16T22:57:35+0000	false			age-verification:chart/templates/deployment.yaml	false	{startLine=25.0, endLine=25.0, startOffset=26.0, endOffset=42.0}	1h	698daccfe7d776be20b4a981d65ee55c	OPEN
2025-12-29T00:34:47+0000	43.0	kubernetes:S6864	age-verification	5min	VULNERABILITY	COMPLETE		OPEN		MAIN	361faa28-8689-4959-804c-1fbefefc2b32	MAJOR		jan.friedl@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=SECURITY, severity=MEDIUM} / {softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Specify a memory limit for this container.	2024-12-16T22:57:35+0000	false			age-verification:chart/templates/deployment.yaml	false	{startLine=43.0, endLine=43.0, startOffset=10.0, endOffset=14.0}	5min	2aff4a36d2e531c3defa7ae9a0ff8f44	OPEN
2025-12-29T00:34:47+0000	43.0	kubernetes:S6873	age-verification	5min	CODE_SMELL	COMPLETE		OPEN		MAIN	a9d95271-3c6b-49c5-9532-2b25086a62e9	MAJOR		jan.friedl@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=RELIABILITY, severity=MEDIUM} / {softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Specify a memory request for this container.	2024-12-16T22:57:35+0000	false			age-verification:chart/templates/deployment.yaml	false	{startLine=43.0, endLine=43.0, startOffset=10.0, endOffset=14.0}	5min	2aff4a36d2e531c3defa7ae9a0ff8f44	OPEN
2025-12-29T00:34:47+0000	43.0	kubernetes:S6892	age-verification	5min	CODE_SMELL	COMPLETE		OPEN		MAIN	d64a1f33-33d6-4849-9a50-ec9a61547092	MAJOR		jan.friedl@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=RELIABILITY, severity=MEDIUM} / {softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Specify a CPU request for this container.	2024-12-16T22:57:35+0000	false			age-verification:chart/templates/deployment.yaml	false	{startLine=43.0, endLine=43.0, startOffset=10.0, endOffset=14.0}	5min	2aff4a36d2e531c3defa7ae9a0ff8f44	OPEN
2025-12-29T00:34:47+0000	43.0	kubernetes:S6897	age-verification	5min	CODE_SMELL	COMPLETE		OPEN		MAIN	f74db09a-749e-4163-a88d-07c7c7aec75a	MAJOR		jan.friedl@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=RELIABILITY, severity=MEDIUM} / {softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Specify a storage request for this container.	2024-12-16T22:57:35+0000	false			age-verification:chart/templates/deployment.yaml	false	{startLine=43.0, endLine=43.0, startOffset=10.0, endOffset=14.0}	5min	2aff4a36d2e531c3defa7ae9a0ff8f44	OPEN
2025-12-29T00:34:47+0000	67.0	kubernetes:S6892	age-verification	5min	CODE_SMELL	COMPLETE		OPEN		MAIN	3a3635d1-9897-40cd-8a86-c8afef1a0d29	MAJOR		jan.friedl@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=RELIABILITY, severity=MEDIUM} / {softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Specify a CPU request for this container.	2024-12-16T22:57:35+0000	false			age-verification:chart/templates/deployment.yaml	false	{startLine=67.0, endLine=67.0, startOffset=10.0, endOffset=14.0}	5min	cbb47a351cba918771017ffc2315491d	OPEN
2025-12-29T00:34:47+0000	67.0	kubernetes:S6873	age-verification	5min	CODE_SMELL	COMPLETE		OPEN		MAIN	64fab6bf-617e-4957-bbb5-e85a5cd5e98c	MAJOR		jan.friedl@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=RELIABILITY, severity=MEDIUM} / {softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Specify a memory request for this container.	2024-12-16T22:57:35+0000	false			age-verification:chart/templates/deployment.yaml	false	{startLine=67.0, endLine=67.0, startOffset=10.0, endOffset=14.0}	5min	cbb47a351cba918771017ffc2315491d	OPEN
2025-12-29T00:34:47+0000	67.0	kubernetes:S6864	age-verification	5min	VULNERABILITY	COMPLETE		OPEN		MAIN	7edd7bfe-2524-4cd0-af71-62f9044188d1	MAJOR		jan.friedl@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=SECURITY, severity=MEDIUM} / {softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Specify a memory limit for this container.	2024-12-16T22:57:35+0000	false			age-verification:chart/templates/deployment.yaml	false	{startLine=67.0, endLine=67.0, startOffset=10.0, endOffset=14.0}	5min	cbb47a351cba918771017ffc2315491d	OPEN
2025-12-29T00:34:47+0000	67.0	kubernetes:S6897	age-verification	5min	CODE_SMELL	COMPLETE		OPEN		MAIN	c5e971d3-3ef2-4d07-bae3-07127c30e3c8	MAJOR		jan.friedl@quanti.cz	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=RELIABILITY, severity=MEDIUM} / {softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Specify a storage request for this container.	2024-12-16T22:57:35+0000	false			age-verification:chart/templates/deployment.yaml	false	{startLine=67.0, endLine=67.0, startOffset=10.0, endOffset=14.0}	5min	cbb47a351cba918771017ffc2315491d	OPEN
